question,answer,context,result,model_name,temperature,error
How many countries has more than 2 car makers ?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT COUNT(DISTINCT Country) FROM car_makers GROUP BY Country HAVING COUNT(DISTINCT Maker) > 2,gpt-3.5-turbo-0125,0.0,
What is the number of countries with more than 2 car makers ?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )","SELECT COUNT(*) FROM (SELECT Continent, COUNT(DISTINCT CarMaker) AS NumCarMakers FROM continents GROUP BY Continent HAVING NumCarMakers > 2) AS countries_with_more_than_2_car_makers",gpt-3.5-turbo-0125,0.0,
How many cars has over 6 cylinders?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT COUNT(*) FROM cars WHERE cylinders > 6,gpt-3.5-turbo-0125,0.0,
What is the number of carsw ith over 6 cylinders?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT COUNT(*) FROM cars WHERE cylinders > 6,gpt-3.5-turbo-0125,0.0,
"For the cars with 4 cylinders, which model has the largest horsepower?",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT model FROM cars WHERE cylinders = 4 ORDER BY horsepower DESC LIMIT 1;,gpt-3.5-turbo-0125,0.0,
"For all of the 4 cylinder cars, which model has the most horsepower?",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT model FROM cars WHERE cylinders = 4 ORDER BY horsepower DESC LIMIT 1,gpt-3.5-turbo-0125,0.0,
"Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.","SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;","CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )","SELECT car.makeid, car.makename FROM car WHERE car.horsepower > (SELECT MIN(horsepower) FROM car) AND car.cylinders <= 3",gpt-3.5-turbo-0125,0.0,
"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?","select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;","CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )","SELECT MakeId, MakeName FROM Cars WHERE Horsepower > (SELECT MIN(Horsepower) FROM Cars) AND Cylinders < 4",gpt-3.5-turbo-0125,0.0,
What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT MAX(mpg) FROM cars WHERE cylinders = 8 AND year < 1980,gpt-3.5-turbo-0125,0.0,
What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT MAX(mpg) FROM cars WHERE cylinders = 8 OR year < 1980,gpt-3.5-turbo-0125,0.0,
Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT model FROM cars WHERE weight < 3500 AND manufacturer != 'Ford Motor Company',gpt-3.5-turbo-0125,0.0,
What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT Model FROM cars WHERE Weight < 3500 AND Manufacturer != 'Ford Motor Company',gpt-3.5-turbo-0125,0.0,
What are the name of the countries where there is not a single car maker?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT Continent FROM continents WHERE Continent NOT IN (SELECT Continent FROM car_makers),gpt-3.5-turbo-0125,0.0,
What are the names of the countries with no car makers?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,"CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )",SELECT Continent FROM continents WHERE Continent NOT IN (SELECT Continent FROM car_makers),gpt-3.5-turbo-0125,0.0,
Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;","CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )","SELECT id, maker FROM car_makers GROUP BY id, maker HAVING COUNT(model) >= 2 AND COUNT(DISTINCT maker) > 3;",gpt-3.5-turbo-0125,0.0,
What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,"SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;","CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )","SELECT CarId, Maker FROM CarMakers WHERE NumModels >= 2 AND NumCars > 3",gpt-3.5-turbo-0125,0.0,
What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';","CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )","SELECT id, name FROM countries WHERE id IN (SELECT country_id FROM car_makers GROUP BY country_id HAVING COUNT(DISTINCT car_maker) > 3) OR id IN (SELECT country_id FROM car_models WHERE model = 'fiat')",gpt-3.5-turbo-0125,0.0,
What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';","CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT ); CREATE TABLE ""continents"" ( ""ContId"" INTEGER PRIMARY KEY, ""Continent"" TEXT )","SELECT id, name FROM countries WHERE car_makers > 3 OR model = 'fiat'",gpt-3.5-turbo-0125,0.0,
"Which country does Airline ""JetBlue Airways"" belong to?","SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Country FROM airlines WHERE Airline = 'JetBlue Airways';,gpt-3.5-turbo-0125,0.0,
What country is Jetblue Airways affiliated with?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways',gpt-3.5-turbo-0125,0.0,
"What is the abbreviation of Airline ""JetBlue Airways""?","SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Abbreviation FROM airlines WHERE Airline = 'JetBlue Airways';,gpt-3.5-turbo-0125,0.0,
Which abbreviation corresponds to Jetblue Airways?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways';,gpt-3.5-turbo-0125,0.0,
"List all airline names and their abbreviations in ""USA"".","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT Airline, Abbreviation FROM airlines WHERE Country = 'USA';",gpt-3.5-turbo-0125,0.0,
What are the airline names and abbreviations for airlines in the USA?,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT Airline, Abbreviation FROM airlines WHERE Country = 'USA';",gpt-3.5-turbo-0125,0.0,
List the airport code and name in the city of Anthony.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony';",gpt-3.5-turbo-0125,0.0,
Give the airport code and airport name corresonding to the city Anthony.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony';",gpt-3.5-turbo-0125,0.0,
How many airlines do we have?,SELECT count(*) FROM AIRLINES,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT COUNT(*) AS total_airlines FROM airlines,gpt-3.5-turbo-0125,0.0,
What is the total number of airlines?,SELECT count(*) FROM AIRLINES,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT COUNT(*) AS total_airlines FROM airlines,gpt-3.5-turbo-0125,0.0,
How many airports do we have?,SELECT count(*) FROM AIRPORTS,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT COUNT(*) FROM airports,gpt-3.5-turbo-0125,0.0,
Return the number of  airports.,SELECT count(*) FROM AIRPORTS,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT COUNT(*) FROM airports,gpt-3.5-turbo-0125,0.0,
